EVID,NTSB_NO,Month,Date,Year,Time,City,State,Long,Lat,Sky Condition,Highest Injury,Number of Injuries,Aircraft
20160510X14942,CEN16LA177,4,28,2016,2010,Osage City,KS,383829N,0095489W,SCAT,NONE,3,A75N1 (PT17)
20160510X21705,GAA16CA224,5,8,2016,2200,Oberlin,KS,039502N,1003225W,CLER,NONE,1,AT 502
20160510X34023,GAA16CA225,5,1,2016,2230,Harlingen,TX,261359N,0973855W,SCAT,NONE,1,A-1C-180
20160510X60338,ANC16LA024,5,3,2016,2030,Naknek,AK,058446N,0157119W,SCAT,NONE,1,180
20160510X62431,ANC16CA025,5,5,2016,1900,McCarthy,AK,006261N,1453149W,CLER,MINR,2,PA 18-150
20160510X62435,GAA16CA226,5,7,2016,315,Bloomington,IN,039846N,0086370W,SCAT,NONE,2,TR182
20160510X64921,GAA16CA227,5,9,2016,1820,Plainview,TX,034103N,0101437W,CLER,MINR,2,8GCBC
20160511X13324,WPR16LA105,5,10,2016,1915,Groveland,CA,375132N,0120100W,CLER,MINR,2,B24R
20160511X13726,WPR16LA106,5,12,2016,10,Winslow,AZ,035118N,1104355W,CLER,NONE,2,B75N1
20160511X23030,WPR16LA104,5,7,2016,0,Maxwell,CA,391737N,0122155W,FEW,NONE,1,UH 1B
20160511X50135,GAA16CA230,5,11,2016,1345,Keene,NH,425354N,0721615W,CLER,MINR,2,VANS AIRCRAFT
20160511X91028,CEN16LA178,5,10,2016,1900,Akron,OH,405454N,0812637W,SCAT,NONE,3,M20K
20160512X20316,CEN16LA180,5,11,2016,1900,Lyons Point,LA,030527N,0092251W,SCAT,MINR,1,G 164B
20160512X33714,ERA16LA181,4,24,2016,1900,Littleton,NC,362846N,0775525W,CLER,NONE,3,M 7-235B
20160513X05838,WPR16LA107,5,12,2016,2113,Acampo,CA,381212N,1211519W,CLER,MINR,18,208B
20160513X30806,WPR16LA110,5,13,2016,2230,Mojave,CA,035332N,0011892W,CLER,MINR,1,Quickie
20160513X85711,WPR16LA108,5,13,2016,2015,California City,CA,003594N,0011810W,CLER,MINR,2,180
20160513X90002,WPR16LA109,5,13,2016,2115,Las Vegas,NV,361238N,1151137W,CLER,NONE,1,172RG
20160514X01501,ERA16FA182,5,14,2016,2047,Atlanta,GA,335232N,0841811W,FEW,FATL,1,PITTS S-2SW
20160516X00545,CEN16LA182,5,13,2016,1215,Portia,AR,036432N,0091340W,CLER,FATL,2,47G 3B 1
20160516X04030,WPR16FA111,5,15,2016,1529,Altadena,CA,341329N,0118822W,-1,FATL,1,R182
20160516X05929,ERA16FA185,5,16,2016,1335,Tupelo,MS,341728N,0884555W,-1,FATL,4,A36TC
20160516X10337,GAA16CA232,5,11,2016,2230,Simsbury,CT,041556N,0724635W,FEW,NONE,2,PA 12
20160516X15413,CEN16LA183,5,13,2016,1300,Edmond,OK,035400N,0973654W,CLER,SERS,6,Z-150
20160516X45021,CEN16LA184,5,1,2016,1630,Ponca City,OK,364355N,0097559W,FEW,SERS,2,150F
20160516X45514,GAA16CA233,5,15,2016,1830,St. George,UT,037213N,1133038W,CLER,NONE,3,180
20160516X70808,ERA16LA183,5,13,2016,1930,Gallatin,TN,362224N,0862430W,CLER,NONE,3,PA 22
20160516X83754,ERA16LA184,5,14,2016,1710,Hedgesville,WV,393429N,0775817W,SCAT,SERS,2,GC 1B
20160516X92239,DCA16CA153,5,14,2016,2300,Philadelphia,PA,395228N,0751431W,UNK,SERS,141,A320 214
20160516X95548,CEN16LA181,5,14,2016,1845,West,TX,315027N,0097427W,CLER,FATL,1,AT 502
20160517X10403,GAA16CA234,5,15,2016,1430,Pahokee,FL,026473N,0804136W,CLER,NONE,1,SR22
20160517X14712,CEN16LA185,5,13,2016,1330,McKinney,TX,331234N,0964437W,CLER,NONE,1,RV 6
20160517X15930,GAA16CA235,5,14,2016,1926,Williamsburg,VA,371421N,0764258W,CLER,NONE,3,182P
20160517X22140,CEN16LA186,5,15,2016,1930,Alpine,TX,030233N,0103411W,CLER,NONE,2,PA 32R
20160517X35427,GAA16CA236,5,12,2016,1715,Lee's Summit,MO,385735N,0942217W,CLER,NONE,2,PA 28R
20160517X40205,GAA16CA237,5,12,2016,1930,Wickenburg,AZ,335816N,1124740W,CLER,NONE,1,PA28
20160517X60053,GAA16CA238,5,13,2016,1555,Millersburg,OH,403212N,0815721W,SCAT,NONE,2,YKS 7
20160517X74113,ERA16FA186,5,16,2016,2046,Homestead,FL,252953N,0803330W,SCAT,SERS,2,PA28
20160517X93629,ANC16CA027,5,14,2016,2145,Wasilla,AK,623422N,1493220W,CLER,NONE,3,180
20160518X05644,WPR16FA112,5,18,2016,142,Mesa,AZ,332739N,1114342W,SCAT,FATL,2,AT 6
20160518X24924,GAA16CA239,4,23,2016,1230,Defuniak Springs,FL,304352N,0086914W,CLER,NONE,1,GN 1 AIRCAMPER
20160518X32211,CEN16LA187,5,10,2016,2230,Dexter,MO,364632N,0895628W,FEW,NONE,4,B100
20160518X42840,CEN16FA188,5,18,2016,1501,Sheridan Lake,CO,382942N,1021724W,-1,FATL,1,P210N
20160518X52006,GAA16CA240,5,14,2016,2200,Tybee Island,GA,315834N,0805116W,CLER,NONE,1,AIR COMMANDER LRT
20160518X82339,CEN16LA189,4,30,2016,1430,Killeen,TX,003159N,0974111W,-1,NONE,1,PA 31P
20160519X02257,GAA16CA242,5,17,2016,2330,Grass Valley,CA,391324N,0121015W,CLER,MINR,1,ZODIAC
20160519X10102,GAA16CA243,5,13,2016,1750,Crystal River,FL,028524N,0823413W,CLER,NONE,1,PA-28
20160519X10226,GAA16CA244,5,15,2016,2025,Frankton,IN,401234N,0854831W,CLER,MINR,1,ASW 19
20160519X11557,GAA16CA245,5,18,2016,1700,Carbondale,IL,374644N,0891454W,FEW,NONE,1,172
20160519X25723,ERA16FA188,5,19,2016,1539,Sevierville,TN,355127N,0833111W,FEW,FATL,1,D35
20160519X33035,ERA16FA189,5,17,2016,242,Wantage,NJ,411736N,0074357W,CLER,FATL,1,210
20160519X35926,GAA16CA247,5,19,2016,220,Redding,CA,403411N,1222424W,FEW,NONE,1,182
20160519X43838,ERA16LA190,5,16,2016,1506,Lake City,FL,301055N,0823437W,CLER,NONE,1,R182
20160519X65409,GAA16CA248,5,19,2016,1445,BLUE BELL,PA,040819N,0751549W,CLER,NONE,2,8
20160520X02127,WPR16LA114,5,20,2016,1700,Fruitland,UT,040727N,0011106W,FEW,SERS,2,Calidus
20160520X12145,WPR16LA113,5,14,2016,1800,Delano,CA,354321N,1191339W,CLER,MINR,1,C23
20160522X34523,WPR16FA115,5,22,2016,2032,Santa Monica,CA,034116N,1182643W,CLER,NONE,1,SPORTCRUISER
20160523X11844,GAA16CA249,5,20,2016,2010,El Cajon,CA,324938N,1165822W,FEW,NONE,1,B75
20160523X15754,GAA16CA250,5,21,2016,1700,Calhan,CO,039244N,1041735W,CLER,NONE,1,182
20160523X20657,ERA16LA192,5,19,2016,1720,Batavia,NY,043145N,0078954W,SCAT,NONE,1,PA 28-180
20160523X33429,GAA16CA251,4,21,2016,200,Church Hill,MD,039823N,0075597W,CLER,NONE,2,SR22
20160523X33454,CEN16LA192,5,16,2016,200,New Roads,LA,030436N,0912843W,-1,NONE,3,T206H
20160523X60417,CEN16LA190,5,22,2016,2000,Marine City,MI,424317N,0823547W,FEW,NONE,1,C24R
20160523X64922,GAA16CA252,5,19,2016,300,Nikolai Creek,AK,061616N,1512227W,SCAT,NONE,1,PA 20
20160523X65816,GAA16CA253,5,14,2016,1335,Shawnee,OK,352126N,0965634W,-1,NONE,2,172
20160523X75309,WPR16FA116,5,23,2016,1922,Hanapepe,HI,215345N,1593559W,SCAT,FATL,5,182
20160523X75408,GAA16CA254,5,22,2016,1900,Griffin,GA,331518N,0084241W,CLER,NONE,1,A36
20160523X75755,GAA16CA255,5,21,2016,2120,Braham,MN,454558N,0093114W,CLER,MINR,3,REPLICA PA18
20160523X82630,GAA16CA256,5,14,2016,2000,South St Paul,MN,044519N,0093151W,SCAT,NONE,4,SR20
20160523X94413,ERA16LA191,5,22,2016,1830,Lawrenceburg,TN,035144N,0871529W,CLER,MINR,2,Zenith CH750 STOL
20160524X13930,GAA16CA257,5,19,2016,2000,Vinton,IA,042137N,0092123W,CLER,NONE,2,11AC
20160524X62134,ERA16LA193,5,23,2016,2000,Melrose,FL,029436N,0815850W,CLER,MINR,1,152
20160524X71954,GAA16CA258,5,21,2016,1600,Waitsburg,WA,461415N,0118821W,FEW,NONE,1,OH 58
20160524X74006,CEN16TA194,5,18,2016,1920,Mason,MI,423412N,0842512W,SCAT,NONE,1,AT6
20160524X74410,CEN16LA193,5,24,2016,1510,Cozad,NE,405652N,0995551W,-1,MINR,1,PA 18-150
20160524X81845,ERA16FA194,5,24,2016,2025,Rhoadesville,VA,381555N,0775128W,SCAT,FATL,2,KP 5 ASA
20160525X15244,GAA16CA259,5,24,2016,2025,Reno,NV,391724N,1193036W,FEW,NONE,2,182
20160525X25941,GAA16CA260,5,25,2016,30,Anchorage,AK,611114N,1495757W,-1,NONE,2,A185
20160526X14855,CEN16LA196,5,19,2016,2330,West Des Moines,IA,413134N,0934428W,FEW,SERS,2,YMF
20160526X60820,GAA16CA261,5,25,2016,1736,Blairstown,NJ,411836N,0743345W,CLER,SERS,1,LS3
20160526X90012,GAA16CA262,5,20,2016,1916,Westminster,MD,039281N,0007711W,CLER,NONE,2,PA 18A
20160527X13034,CEN16LA197,5,24,2016,256,Texarkana,AR,332630N,0094216W,SCAT,MINR,4,501
20160527X64617,WPR16LA117,5,27,2016,1750,Minden,NV,003902N,0119454W,CLER,NONE,2,HOWELL SPECIAL
20160528X01400,WPR16FA118,5,28,2016,2215,Santa Paula,CA,341922N,0119857W,CLER,FATL,2,VARIEZE
20160530X30749,ERA16LA195,5,27,2016,2330,New York,NY,404730N,0073597W,FEW,FATL,1,P 47D
20160531X02231,GAA16CA265,5,30,2016,1626,Laurel,MT,454216N,1084534W,FEW,MINR,1,PA 18-150
20160531X05951,GAA16CA266,5,29,2016,1445,Pine Bluff,AR,341028N,0091568W,FEW,MINR,2,177
20160531X11910,ERA16CA197,5,29,2016,2315,Warner,NH,431513N,0715152W,UNK,SERS,2,7GCBC
20160531X61809,WPR16LA119,5,23,2016,2137,Waianae,HI,212749N,1581255W,-1,MINR,2,C23
20160531X63010,GAA16CA264,5,22,2016,315,Seward,AK,060736N,1492512W,-1,NONE,2,PA18
20160601X01308,CEN16LA201,5,27,2016,1415,Sioux Falls,SD,433458N,0964434W,-1,NONE,2,402B
20160601X03445,GAA16CA268,5,19,2016,2300,Newport News,VA,037740N,0762945W,-1,NONE,1,172
20160601X13049,CEN16LA202,5,29,2016,1700,Carlsbad,NM,322015N,1041548W,CLER,NONE,1,Pitts S1C
20160601X13256,GAA16CA269,5,28,2016,1700,Midland,TX,315626N,1021155W,CLER,MINR,1,8
20160601X14755,GAA16CA270,5,29,2016,1900,Mack,CO,039166N,1085152W,SCAT,NONE,2,BUSHCAT
20160601X23412,GAA16CA271,6,1,2016,1730,Elk River,ID,464729N,1161033W,CLER,MINR,2,182
20160601X33411,ERA16LA199,5,31,2016,1545,Elberta,AL,302528N,0087327W,CLER,NONE,1,AL3
20160601X34613,ERA16LA200,6,1,2016,1300,Toughkenamon,PA,394950N,0754650W,CLER,MINR,2,7AC
20160601X60430,ERA16LA201,5,30,2016,-1,Fordsville,KY,374020N,0863811W,CLER,FATL,1,STORCH FI-156
20160601X91155,CEN16LA200,5,13,2016,1430,Little Rock,AR,034500N,0092158W,SCAT,NONE,1,M20
20160601X95218,GAA16CA267,5,27,2016,2009,ALBUQUERQUE,NM,035114N,1063516W,-1,MINR,1,150
20160602X02902,CEN16LA203,6,2,2016,146,Penwell,TX,314452N,1023253W,FEW,FATL,1,150
20160602X32125,GAA16CA272,5,23,2016,1730,Chinita Bay,AK,603937N,0150541W,SCAT,NONE,5,U206G
20160602X55802,GAA16CA273,5,29,2016,1800,Shulin Lake,AK,062451N,1502927W,CLER,MINR,2,PA 18
20160602X80041,GAA16CA274,5,31,2016,1945,Zanesville,OH,040026N,0082045W,SCAT,MINR,2,CYGNET
20160603X45936,ERA16LA202,6,3,2016,1745,Mountain City,TN,362829N,0814817W,SCAT,MINR,4,407
20160605X31731,ERA16CA203,6,5,2016,1605,Fairfield,NJ,405231N,0741653W,-1,NONE,2,F33A
20160606X05701,GAA16CA275,5,30,2016,1500,Saginaw,MI,433215N,0084428W,CLER,NONE,3,170
20160606X24551,WPR16FA120,6,6,2016,1445,De Smet,ID,047854N,1165914W,CLER,FATL,1,S2R
20160606X34321,GAA16CA276,6,4,2016,2130,Williamstown,NJ,393746N,0075129W,FEW,NONE,1,M20C
20160606X43151,GAA16CA277,6,4,2016,100,Loda,IL,403330N,0008842W,CLER,MINR,1,PA 24
20160606X45524,GAA16CA278,5,31,2016,2235,Wadsworth,OH,004109N,0814518W,CLER,NONE,2,PA24
20160606X51627,CEN16LA207,6,3,2016,1530,Alamo,TX,261128N,0098656W,CLER,MINR,1,FW2R
20160606X54753,GAA16CA279,6,2,2016,1700,Las Vegas,NV,361233N,1151143W,CLER,NONE,2,R44
20160606X62610,GAA16CA280,6,3,2016,110,Prospect Heights,IL,042656N,0875411W,CLER,NONE,1,S 300
20160606X80512,GAA16CA281,6,4,2016,1730,Black Diamond,WA,047161N,0012244W,CLER,MINR,1,8KCAB
20160606X90906,CEN16LA206,5,30,2016,830,Clintonville,WI,443648N,0884351W,CLER,NONE,2,A23-24
20160607X13643,GAA16CA282,5,30,2016,1930,Gerlach,NV,404526N,1191246W,FEW,NONE,2,PA18WB/L21-180
20160607X23034,ANC16LA029,6,6,2016,2330,Fairbanks,AK,645751N,1482442W,SCAT,NONE,1,AT 802
20160607X23848,GAA16CA283,5,28,2016,2135,Spring Branch,TX,029309N,0981438W,SCAT,NONE,1,R44
20160607X31317,WPR16FAMS1,5,28,2016,1957,Avalon,CA,332411N,1182434W,CLER,FATL,2,172N
20160607X33239,CEN16LA208,6,6,2016,1816,Ropesville,TX,332448N,0102915W,SCAT,SERS,1,AT-502
20160607X44444,GAA16CA284,6,5,2016,1244,Ferndale,MT,048338N,0011404W,CLER,NONE,1,7GCBC
20160607X50206,GAA16CA285,6,5,2016,1600,Hamilton,MT,461521N,0114732W,CLER,NONE,3,M5
20160607X65825,WPR16CA121,5,25,2016,1737,Brookings,OR,042416N,1241714W,CLER,SERS,1,7ECA
20160607X73221,WPR16LA122,5,23,2016,1645,Lodi,CA,038748N,1211012W,CLER,MINR,1,S 5
20160607X80345,CEN16FA209,6,7,2016,1520,De Smet,SD,044178N,0972733W,CLER,FATL,2,KITFOX IV
20160607X81747,GAA16CA286,6,6,2016,1900,Arlington,WA,048939N,0122933W,CLER,NONE,2,172
20160607X82034,ERA16LA204,6,6,2016,2159,Stafford,VA,382332N,0077190W,CLER,SERS,1,DUO DEUCE
20160608X10630,CEN16FA210,6,8,2016,2200,Pine Bluff,AR,034658N,0921238W,CLER,FATL,2,175
20160608X25102,GAA16CA287,5,27,2016,1900,Palmer,AK,611047N,1484135W,CLER,NONE,1,PA 18
20160608X30439,GAA16CA289,6,5,2016,1830,Lone Pine,CA,364826N,1174654W,CLER,NONE,2,AA 1A
20160608X40401,GAA16CA288,6,5,2016,2120,Henderson,AR,036180N,0921259W,CLER,NONE,4,172
20160608X50633,GAA16CA290,6,7,2016,2230,Beaumont,TX,003007N,0941038W,SCAT,NONE,1,R66
20160609X03109,GAA16CA291,6,7,2016,2145,Manning,SC,033359N,0801232W,SCAT,MINR,1,STOL CH 750
20160609X10842,DCA16CA181,3,15,2016,256,Port Arthur,TX,294112N,0094217W,CLER,SERS,134,737 724
20160609X11010,GAA16CA292,6,8,2016,1830,Rochester,WI,042454N,0088154W,CLER,NONE,1,7BCM
20160609X31844,GAA16CA293,6,8,2016,1705,Hastings,MN,044397N,0925158W,CLER,NONE,1,47G
20160609X33959,GAA16CA294,6,8,2016,2115,Fredericksburg,VA,381558N,0772658W,CLER,NONE,1,17 30
20160609X34641,GAA16CA295,6,8,2016,200,Thomson,GA,333145N,0823038W,CLER,NONE,2,172
20160609X45739,GAA16CA296,6,7,2016,1828,St. Louis,IL,383413N,0090918W,FEW,NONE,2,R22
20160609X50758,CEN16FA211,6,9,2016,1809,Houston,TX,293936N,0951722W,-1,FATL,3,SR20
20160609X70225,GAA16CA297,6,7,2016,1900,Chireno,TX,031341N,0942021W,CLER,NONE,1,R44
20160609X92608,CEN16FA212,6,9,2016,2021,Wishek,ND,461441N,0993241W,CLER,FATL,3,PA 28-140
20160610X10917,WPR16FA124,6,11,2016,10,Hawthorne,CA,335512N,1182129W,CLER,FATL,2,AA 1B
20160610X14116,CEN16LA213,6,9,2016,2130,Laureles,TX,026633N,0972939W,CLER,MINR,1,47G 5
20160610X32615,GAA16CA298,6,9,2016,1330,Stanley,ID,442453N,0115199W,CLER,NONE,2,182
20160610X65141,GAA16CA299,6,10,2016,1345,Sunrise Beach Village,TX,303558N,0982434W,-1,MINR,2,TANGO 2
20160611X45600,ERA16FA208,6,11,2016,1646,Collegedale,TN,035251N,0008515W,FEW,FATL,4,M20E
20160611X73822,CEN16FA214,6,10,2016,2134,Marion,IL,374612N,0089025W,CLER,FATL,2,SR22
20160612X02159,ERA16LA209,6,10,2016,1300,Brunswick,NC,034739N,0782023W,CLER,FATL,1,M 18A
20160612X04327,ERA16LA210,6,11,2016,30,Nunda,NY,423515N,0775655W,CLER,FATL,2,A-225
20160612X11913,ERA16CA211,6,10,2016,1340,Williamsburg,VA,371421N,0764258W,CLER,SERS,2,PA-28
20160612X85856,CEN16FA215,6,12,2016,2030,Jonesboro,AR,354935N,0903257W,-1,FATL,1,R44 II
20160613X02003,GAA16CA301,6,8,2016,2057,Urbana,OH,040749N,0834516W,FEW,NONE,2,172
20160613X11613,CEN16FA216,6,13,2016,1357,Rockville,IN,394420N,0871310W,CLER,FATL,2,150F
20160613X12301,GAA16CA313,6,12,2016,1245,Cairo,IL,037351N,0891310W,SCAT,NONE,1,AT 802
20160613X20559,GAA16CA302,6,9,2016,1900,Rowesville,SC,332451N,0804841W,CLER,NONE,2,PA 28
20160613X21931,GAA16CA314,6,9,2016,2045,Lincoln Park,NJ,405651N,0741852W,CLER,NONE,3,PA 32
20160613X21938,GAA16CA303,6,1,2016,1845,Nicolaus,CA,385440N,1213334W,CLER,NONE,1,AT 502
20160613X30040,ERA16LA212,6,12,2016,2331,Taylorsville,KY,038420N,0085142W,CLER,SERS,1,PA28RT
20160613X30056,GAA16CA315,6,8,2016,1725,State College,PA,405057N,0775055W,SCAT,NONE,1,GLASAIR SH 2F
20160613X30919,GAA16CA304,6,10,2016,1749,Climax,NC,355632N,0079418W,CLER,NONE,1,120
20160613X32323,GAA16CA305,6,10,2016,1930,Pasco,WA,046160N,0011976W,SCAT,MINR,2,172
20160613X35347,GAA16CA306,6,11,2016,1530,York,SC,035141N,0811510W,CLER,MINR,2,RALLYE 150
20160613X35810,GAA16CA307,6,12,2016,30,Valparaiso,IN,041279N,0087025W,CLER,NONE,2,8
20160613X45543,GAA16CA308,6,5,2016,1130,Fort Dodge,IA,042339N,0094110W,CLER,NONE,9,208
20160613X45945,ERA16LA213,6,10,2016,2010,Apopka,FL,284244N,0081356W,SCAT,NONE,1,310
20160613X51156,GAA16CA309,6,11,2016,1300,Ontario,OR,044059N,0117041W,CLER,NONE,1,MX 7
20160613X55200,GAA16CA310,6,12,2016,1335,Greers Ferry,AR,353133N,0092100W,CLER,MINR,2,LAKE LA 4
20160613X65133,GAA16CA311,5,27,2016,2030,Groveland,CA,375145N,1201046W,CLER,MINR,1,AERONCA 7AC
20160613X82937,GAA16CA312,6,11,2016,130,Gilmer,TX,324153N,0945656W,CLER,NONE,2,PA 28
20160613X95657,GAA16CA300,6,9,2016,1700,Moundsville,WV,395251N,0080448W,CLER,MINR,1,P2002 SIERRA
20160614X04330,DCA16CA182,6,5,2016,1530,Las Vegas,NV,036448N,0011598W,-1,SERS,186,737-932ER
20160614X23833,GAA16CA316,6,8,2016,1730,Cornelia,GA,342959N,0833324W,CLER,NONE,2,172
20160614X24106,ERA16CA214,6,10,2016,2200,Dundee,MS,342523N,0903129W,SCAT,MINR,1,PIETENPOL AIRCAMPER
20160614X34836,CEN16LA217,6,11,2016,1415,Westport,OK,361238N,0961516W,CLER,MINR,1,17 30
20160614X40501,CEN16LA218,6,11,2016,1736,East St. Louis,IL,038370N,0009080W,SCAT,NONE,2,7AC
20160614X43444,GAA16CA317,6,13,2016,2340,McMinnville,OR,451333N,0123656W,-1,MINR,2,NAVION
20160614X54845,CEN16LA219,6,6,2016,2230,Decatur,TX,331551N,0972758W,CLER,NONE,1,R 80 TIGER MOTH
20160614X83429,GAA16CA318,6,13,2016,1810,Ajo,AZ,032745N,0113299W,FEW,NONE,1,EC120
20160615X64926,WPR16LA125,6,14,2016,2250,Bishop,CA,371940N,1182350W,CLER,NONE,3,206
20160616X04226,ERA16FA215,6,16,2016,1230,State College,PA,405034N,0775033W,-1,FATL,2,PA31
20160616X23207,CEN16LA221,6,15,2016,1930,Sealy,TX,029440N,0096333W,CLER,MINR,2,CTSW HXB
20160616X24257,CEN16FA220,6,16,2016,1606,Madison,IN,384447N,0852814W,CLER,FATL,1,PA-38-112
20160616X45023,GAA16CA319,6,12,2016,1350,Denton,MT,471915N,1095631W,CLER,NONE,2,AA 1
20160616X62306,GAA16CA320,6,16,2016,340,Santa Fe,NM,353456N,0106621W,CLER,NONE,2,77
20160617X35430,GAA16CA321,6,15,2016,2330,Delhi,LA,321745N,0913224W,FEW,NONE,1,AT 502
20160618X24627,ERA16LA216,6,17,2016,1645,Chatham,MA,414250N,0695858W,CLER,SERS,2,R44
20160619X60142,WPR16FA126,6,19,2016,1849,Hayward,CA,373620N,0012227W,CLER,FATL,1,PA 23-150
20160620X01640,ERA16LA220,6,16,2016,1255,Gorham,NH,442342N,0711216W,CLER,NONE,2,7AC
20160620X21154,CEN16FA224,6,15,2016,2002,Creede,CO,374920N,1065422W,CLER,FATL,3,320E
20160620X22219,CEN16LA225,6,20,2016,332,Houston,TX,294356N,0095208W,FEW,SERS,1,PA 24
20160620X32159,ANC16CA031,6,11,2016,2100,Fairbanks,AK,064524N,0148448W,SCAT,NONE,3,M 6-235
20160620X34145,ANC16LA032,6,17,2016,2000,Goodnews Bay,AK,591410N,0161431W,UNK,SERS,1,207
20160620X52838,GAA16CA322,6,18,2016,1430,Marion,WI,444015N,0885321W,CLER,SERS,1,CHALLENGER
20160620X73114,ERA16LA217,6,18,2016,1635,Westerly,RI,411910N,0714833W,CLER,MINR,1,P35
20160620X85520,CEN16LA222,6,19,2016,1940,Henley,MO,382035N,0921440W,FEW,SERS,2,AT-6D
20160620X91456,ERA16CA218,6,19,2016,1900,Block Island,RI,041104N,0071351W,CLER,NONE,6,PA32
20160620X94648,CEN16LA223,6,18,2016,2011,Colorado Springs,CO,384752N,1042741W,FEW,MINR,3,SR22
20160621X22330,ERA16CA222,6,16,2016,1715,Lenoir,NC,355640N,0812924W,CLER,NONE,1,172M
20160621X31918,ERA16LA224,6,20,2016,1845,Honesdale,PA,413034N,0075153W,CLER,NONE,3,172P
20160621X34119,ERA16LA225,6,17,2016,2109,Punta Gorda,FL,026558N,0815927W,FEW,NONE,3,PA 28-236
20160621X64300,CEN16LA227,6,20,2016,145,Bowie,TX,033366N,0974632W,SCAT,NONE,3,PA 28R-200
20160621X91058,WPR16LA127,6,2,2016,920,Seattle,WA,473148N,0122187W,SCAT,NONE,2,PA46
20160621X92619,WPR16LA128,6,18,2016,1515,Prescott,AZ,034408N,1122416W,CLER,MINR,2,C23
20160622X00611,ERA16LA226,6,20,2016,1640,Dayton,TN,353125N,0085531W,CLER,SERS,1,112A
20160622X30537,WPR16LA129,6,22,2016,1400,Brigham City,UT,411126N,0112028W,CLER,NONE,1,BR-1
20160622X43524,ANC16LA034,6,19,2016,2325,Homer,AK,594549N,1511930W,SCAT,NONE,2,DHC3
20160622X85638,GAA16CA324,6,17,2016,2230,Palmer,AK,612055N,1483144W,CLER,NONE,2,170
20160622X92904,ERA16CA227,6,12,2016,1830,Maysville,WV,039423N,0791534W,SCAT,NONE,1,SZD 48-1JANTAR STD 2
20160622X93331,GAA16CA323,6,17,2016,1605,Reedsburg,WI,433154N,0895856W,CLER,MINR,2,M20
20160623X00413,CEN16LA230,6,18,2016,140,Gardner,KS,384824N,0945724W,-1,NONE,1,NIEUPORT 11
20160623X01153,CEN16LA231,6,22,2016,47,Blaine,MN,045842N,0931237W,SCAT,NONE,2,182Q
20160623X13843,ERA16LA228,6,23,2016,1230,Knoxville,TN,035538N,0835724W,FEW,SERS,1,AA1
20160623X22855,GAA16LA325,6,17,2016,1900,Brainerd,MN,461852N,0943214W,-1,NONE,2,369E
20160623X44206,ERA16CA229,6,23,2016,1425,Crystal River,FL,028521N,0082344W,-1,NONE,1,182T
20160623X65115,GAA16CA326,6,17,2016,2330,Cummings,ND,047293N,0097430W,CLER,NONE,1,G 164
20160623X74849,GAA16CA327,6,17,2016,1345,Craig,CO,402942N,1073123W,CLER,NONE,1,R172
20160623X83406,GAA16CA328,6,17,2016,2345,McAllen,TX,261037N,0981428W,CLER,NONE,2,AS350
20160623X84139,CEN16LA228,6,10,2016,2120,Deming,NM,321545N,0107438W,CLER,SERS,2,172S
20160623X91601,CEN16LA229,6,22,2016,1630,Humansville,MO,374841N,0093355W,CLER,MINR,2,182P
20160623X91927,GAA16LA329,6,8,2016,1530,Batesville,IN,392038N,0851531W,CLER,SERS,1,1200
20160624X73440,GAA16CA330,6,22,2016,430,Clearlake Oaks,CA,039131N,1223944W,CLER,MINR,1,152
20160624X83720,WPR16FA130,6,23,2016,2125,Wikieup,AZ,342740N,0113410W,CLER,FATL,2,R66
20160625X01739,WPR16FA131,6,25,2016,1900,Coeur d'Alene,ID,047501N,0116291W,FEW,FATL,1,A185F
20160627X00256,ERA16LA231,6,26,2016,2230,Hollywood,FL,002604N,0801427W,SCAT,NONE,4,172
20160627X21034,DCA16CA193,6,26,2016,1800,New Orleans,LA,293537N,0090910W,-1,SERS,178,737
20160627X50018,CEN16LA234,6,24,2016,1615,Alamogordo,NM,325342N,0105582W,CLER,NONE,2,NAVION
20160627X55550,GAA16CA333,6,25,2016,1515,Anthony,NM,321536N,1064912W,CLER,MINR,2,172
20160627X61805,GAA16CA334,6,25,2016,1515,Kokomo,IN,403155N,0086318W,CLER,NONE,1,LIGHTNING
20160627X65310,GAA16CA335,6,26,2016,1326,Richwood,OH,402757N,0083176W,CLER,MINR,2,RANS S 6S
20160627X80236,GAA16CA336,6,25,2016,1918,Delta,CO,384541N,0108828W,CLER,NONE,2,152
20160627X81436,GAA16CA337,6,9,2016,1600,Buena Vista,CO,038490N,0106718W,CLER,NONE,1,T210
20160627X91259,ERA16LA230,6,25,2016,2145,Hollywood,FL,002604N,0801427W,CLER,MINR,1,PA28
20160627X93353,GAA16CA331,6,18,2016,145,Salina,KS,384721N,0973939W,CLER,NONE,2,F33
20160627X95450,GAA16CA332,6,23,2016,1140,Lazbuddie,TX,342723N,1023322W,CLER,NONE,1,S2R
20160628X10951,GAA16CA338,6,25,2016,2015,Jackson,MI,421533N,0842742W,CLER,NONE,2,SNJ
20160628X11736,WPR16LA133,7,2,2016,1700,Salmon,ID,045547N,1134123W,CLER,NONE,2,172
20160628X23537,WPR16LA132,6,28,2016,310,El Centro,CA,032458N,1152754W,FEW,NONE,1,R44
20160628X25815,ANC16LA035,6,26,2016,200,Big Lake,AK,613638N,0015054W,FEW,MINR,3,108
20160628X70613,GAA16CA339,6,21,2016,1800,Princeton,CA,392418N,0122057W,SCAT,MINR,1,269B
